
0.0171076,0.0110808,14.4372,7.94611,18.0944,3.19867
0.0289022,0.0186254,17.47,12.3661,31.0392,5.48701
0.0435028,0.0250114,19.696,15.807,45.9671,8.12591
0.0604316,0.0306013,22.8955,18.5341,63.1703,11.167
0.0792791,0.0356617,27.5246,20.6452,81.4356,14.3959
0.0998295,0.0404353,33.5441,22.241,99.7572,17.6348
0.121899,0.0451419,40.6673,23.4294,117.601,20.789
0.145311,0.049972,48.5546,24.3143,134.947,23.8554
0.169915,0.0550816,56.922,24.9888,152.262,26.9163
0.195597,0.060592,65.5699,25.5318,170.392,30.1214
0.222269,0.0665937,74.3715,26.0057,190.388,33.6562
0.249866,0.0731525,83.2506,26.4558,213.29,37.7047
0.278324,0.0803166,92.1589,26.9114,239.927,42.4134
0.307574,0.0881233,101.054,27.3897,270.787,47.8689
0.337532,0.0966038,109.882,27.8983,305.971,54.0886
0.368096,0.105788,118.564,28.4357,345.207,61.0245
0.399155,0.115706,126.996,28.9936,387.902,68.572
0.430589,0.126392,135.052,29.5597,433.206,76.5807
0.462282,0.13788,142.596,30.1192,480.065,84.8643
0.494129,0.150208,149.489,30.6566,527.286,93.2118
0.526036,0.163418,155.594,31.1554,573.588,101.397
0.55792,0.177551,160.783,31.6005,617.676,109.191
0.589707,0.192645,164.939,31.9779,658.298,116.372
0.621324,0.208738,167.955,32.2764,694.317,122.739
0.652689,0.225859,169.734,32.4878,724.773,128.123
0.683702,0.244026,170.197,32.6091,748.929,132.393
0.71423,0.263245,169.274,32.6389,766.308,135.465
0.744094,0.283503,166.919,32.582,776.7,137.302
0.773054,0.304765,163.109,32.4474,780.158,137.914
0.800799,0.326971,157.855,32.2483,776.972,137.351
0.826936,0.350027,151.213,32.0015,767.627,135.699
0.850993,0.373807,143.296,31.7261,752.751,133.069
0.872434,0.398148,134.282,31.4426,733.059,129.588
0.890684,0.422845,124.418,31.17,709.3,125.388
0.905183,0.447655,114.006,30.9242,682.2,120.597
0.915445,0.472291,103.369,30.7148,652.434,115.335
0.92111,0.496426,92.8197,30.5444,620.607,109.709
0.921992,0.519696,82.6201,30.4064,587.266,103.815
0.918093,0.541706,72.9751,30.2862,552.954,97.7493
0.90959,0.562034,64.0359,30.1616,518.211,91.6076
0.896804,0.58024,55.9077,30.0069,483.665,85.5007
0.880149,0.595882,48.6599,29.7947,450.058,79.5597
0.860075,0.608527,42.3301,29.5002,418.285,73.943
0.83702,0.617766,36.9266,29.1037,389.417,68.8399
0.811376,0.623233,32.4329,28.5939,364.686,64.468
0.783472,0.624622,28.8084,27.9698,345.401,61.0588
0.753574,0.621709,25.9885,27.2409,332.754,58.8232
0.721899,0.614363,23.8827,26.4281,327.54,57.9015
0.688629,0.602562,22.3824,25.5625,329.883,58.3156
0.653934,0.586402,21.3739,24.683,339.121,59.9487
0.617987,0.5661,20.7457,23.8325,353.937,62.5677
0.580977,0.541988,20.3985,23.0534,372.616,65.8697
0.543121,0.514504,20.2489,22.3802,393.307,69.5275
0.504665,0.484174,20.2292,21.834,414.189,73.2189
0.46589,0.451593,20.2834,21.4177,433.545,76.6406
0.427107,0.417396,20.3645,21.1149,449.798,79.5138
0.38865,0.382234,20.4308,20.8929,461.532,81.588
0.350876,0.346753,20.4448,20.7058,467.52,82.6466
0.314144,0.311568,20.3724,20.5034,466.781,82.516
0.278814,0.277247,20.1835,20.2373,458.638,81.0765
0.245224,0.244295,19.8534,19.8659,442.791,78.2752
0.213681,0.213144,19.3636,19.3572,419.376,74.136
0.184443,0.184139,18.7027,18.6901,389.004,68.7669
0.157705,0.157537,17.8679,17.8552,352.759,62.3595
0.13359,0.133498,16.865,16.8548,312.148,55.1805
0.112137,0.112088,15.7088,15.7017,268.996,47.5523
0.0933065,0.093281,14.4231,14.4184,225.289,39.8259
0.0769808,0.0769678,13.0387,13.0359,182.984,32.3474
0.0629815,0.0629751,11.5924,11.5907,143.815,25.4232
0.0510879,0.0510849,10.1243,10.1234,109.125,19.2907
0.0410597,0.0410583,8.67559,8.67508,79.7535,14.0986
0.0326587,0.0326574,7.28532,7.2848,56.0063,9.90062
0.025664,0.0256634,5.98775,5.98753,37.695,6.66359
0.0198834,0.019883,4.81071,4.81049,24.2551,4.28773
0.0151518,0.0151513,3.77321,3.773,14.8811,2.63064
0.0113276,0.0113273,2.88522,2.885,8.68129,1.53465
0.0082872,0.00828687,2.14781,2.14759,4.80169,0.848827
0.00591803,0.00591774,1.55425,1.55403,2.51049,0.443796
0.0041152,0.00411495,1.09166,1.09143,1.23683,0.218643
0.00277994,0.00277984,0.743031,0.742854,0.572306,0.10117
0.00182028,0.00182017,0.489326,0.48909,0.247879,0.0438192
0.00115288,0.00115275,0.311346,0.311013,0.100152,0.0177045
0.0007047,0.000704775,0.190649,0.190745,0.0376223,0.00665075
0.000415202,0.000415372,0.112549,0.112754,0.0131039,0.00231647
0.000235619,0.000235957,0.063968,0.0643747,0.00422686,0.000747211
0.00012901,0.000129657,0.0351121,0.0358989,0.00126671,0.000223926
6.87103e-05,6.99314e-05,0.0188693,0.0203537,0.000357739,6.324e-05
3.64388e-05,3.86778e-05,0.0103715,0.0129449,9.89274e-05,1.74881e-05
2.02438e-05,2.39885e-05,0.00642022,0.0101258,2.88135e-05,5.09356e-06
1.2576e-05,1.3062e-05,0.00485436,0.00469385,9.62611e-06,1.70167e-06
1.2576e-05,1.3062e-05,0.00485436,0.00469385,9.62611e-06,1.70167e-06
1.2576e-05,1.3062e-05,0.00485436,0.00469385,9.62611e-06,1.70167e-06
8.54272e-06,9.15834e-06,0.004231,0.00404074,3.39765e-06,6.00626e-07
8.54272e-06,9.15834e-06,0.004231,0.00404074,3.39765e-06,6.00626e-07
8.54272e-06,9.15834e-06,0.004231,0.00404074,3.39765e-06,6.00626e-07
8.54272e-06,9.15834e-06,0.004231,0.00404074,3.39765e-06,6.00626e-07
8.54272e-06,9.15834e-06,0.004231,0.00404074,3.39765e-06,6.00626e-07
8.54272e-06,9.15834e-06,0.004231,0.00404074,3.39765e-06,6.00626e-07
7.15001e-06,9.15834e-06,0.00186911,0.00404074,3.39663e-06,6.00446e-07
7.15001e-06,9.15834e-06,0.00186911,0.00404074,3.39663e-06,6.00446e-07
