0,3,0.001,0,0,
0.001,2,0.001,0,0,
0.0021,2,0.0011,0,0,
0.00331,2,0.00121,0,0,
0.004641,2,0.001331,0,0,
0.0061051,2,0.0014641,0,0,
0.00771561,2,0.00161051,0,0,
0.00948717,2,0.00177156,0,0,
0.0114359,2,0.00194872,0,0,
0.0135795,2,0.00214359,0,0,
0.0159374,2,0.00235795,0,0,
0.0185312,2,0.00259374,0,0,
0.0213843,2,0.00285312,0,0,
0.0245227,2,0.00313843,0,0,
0.027975,2,0.00345227,0,0,
0.0317725,2,0.0037975,0,0,
0.0359497,2,0.00417725,0,0,
0.0405447,2,0.00459497,0,0,
0.0455992,2,0.00505447,0,0,
0.0511591,2,0.00555992,0,0,
0.057275,2,0.00611591,0,0,
0.0640025,2,0.0067275,0,0,
0.0714027,2,0.00740025,0,0,
0.079543,2,0.00814027,0,0,
0.0884973,2,0.0089543,0,0,
0.0983471,2,0.00984973,0,0,
0.109182,2,0.0108347,0,0,
0.1211,2,0.0119182,0,0,
0.13421,2,0.01311,0,0,
0.148631,2,0.014421,0,0,
0.164494,2,0.0158631,0,0,
0.181943,2,0.0174494,0,0,
0.201138,2,0.0191943,0,0,
0.222252,2,0.0211138,0,0,
0.245477,2,0.0232252,0,0,
0.271024,2,0.0255477,0,0,
0.299127,2,0.0281024,0,0,
0.330039,2,0.0309127,0,0,
0.364043,2,0.0340039,0,0,
0.401448,2,0.0374043,0,0,
0.442593,2,0.0411448,0,0,
0.487852,2,0.0452593,0,0,
0.537637,2,0.0497852,0,0,
0.592401,2,0.0547637,0,0,
0.652641,2,0.0602401,0,0,
0.718905,2,0.0662641,0,0,
0.791795,2,0.0728905,0,0,
0.871975,2,0.0801795,0,0,
0.960172,2,0.0881975,0,0,
1.05719,2,0.0970172,0,0,
1.16391,2,0.106719,0,0,
1.2813,2,0.117391,0,0,
1.41043,2,0.12913,0,0,
1.55247,2,0.142043,0,0,
1.70872,2,0.156247,0,0,
1.88059,2,0.171872,0,0,
2.06965,2,0.189059,0,0,
2.27762,2,0.207965,0,0,
2.50638,2,0.228762,0,0,
2.75801,2,0.251638,0,0,
3.03482,2,0.276801,0,0,
3.3393,2,0.304482,0,0,
3.67423,2,0.33493,0,0,
4.04265,2,0.368423,0,0,
4.44792,2,0.405265,0,0,
4.89371,2,0.445792,0,0,
5.38408,2,0.490371,0,0,
5.92349,2,0.539408,0,0,
6.51683,2,0.593349,0,0,
7.16952,2,0.652683,0,0,
7.88747,2,0.717952,0,0,
8.67722,2,0.789747,0,0,
9.54594,1,0.868722,0,0,
10.5015,1,0.955594,0,0,
11.5527,1,1.05115,0,0,
12.709,1,1.15627,0,0,
13.9808,1,1.2719,0,0,
15.3799,1,1.39908,0,0,
16.9189,1,1.53899,0,0,
18.6118,1,1.69289,0,0,
20.474,1,1.86218,0,0,
22.5224,1,2.0484,0,0,
24.7756,1,2.25324,0,0,
27.2542,1,2.47856,0,0,
29.9806,1,2.72642,0,0,
32.9797,1,2.99906,0,0,
36.2787,1,3.29897,0,0,
39.9075,1,3.62887,0,0,
43.8993,1,3.99175,0,0,
48.2902,1,4.39093,0,0,
53.1202,1,4.83002,0,0,
58.4332,1,5.31302,0,0,
64.2776,1,5.84432,0,0,
70.7063,1,6.42876,0,0,
77.778,1,7.07163,0,0,
85.5568,1,7.7788,0,0,
94.1134,1,8.55668,0,0,
103.526,1,9.41234,0,0,
113.879,1,10.3536,0,0,
125.268,1,11.3889,0,0,
